GENE,ATGENE,EVALUE,BITSCORE,Names,Description,DNA damage response GO:0006974,DNA metabolic process GO:0006259,biological process involved in interspec... GO:0044419,cell cycle GO:0007049,cell cycle process GO:0022402,cell death GO:0008219,cell recognition GO:0008037,cellular response to ionizing radiation GO:0071479,cellular response to iron ion GO:0071281,cellular response to stress GO:0033554,coumarin biosynthetic process GO:0009805,coumarin metabolic process GO:0009804,defense response GO:0006952,defense response to Gram-negative bacter... GO:0050829,defense response to bacterium GO:0042742,defense response to other organism GO:0098542,defense response to symbiont GO:0140546,detection of bacterium GO:0016045,detection of biotic stimulus GO:0009595,detection of external biotic stimulus GO:0098581,detection of other organism GO:0098543,double-strand break repair GO:0006302,immune response GO:0006955,immune response-activating signaling pat... GO:0002757,immune response-regulating signaling pat... GO:0002764,immune system process GO:0002376,innate immune response GO:0045087,innate immune response-activating signal... GO:0002758,mitotic cytokinesis GO:0000281,negative regulation of cell cycle GO:0045786,negative regulation of cell cycle proces... GO:0010948,pathogen-associated molecular pattern re... GO:0140426,pattern recognition receptor signaling p... GO:0002221,phosphate-containing compound metabolic ... GO:0006796,phosphorus metabolic process GO:0006793,phosphorylation GO:0016310,plant-type hypersensitive response GO:0009626,programmed cell death GO:0012501,protein desumoylation GO:0016926,protein phosphorylation GO:0006468,recognition of pollen GO:0048544,regulation of cell cycle GO:0051726,regulation of cell cycle process GO:0010564,regulation of defense response GO:0031347,regulation of immune response GO:0050776,regulation of immune system process GO:0002682,regulation of innate immune response GO:0045088,regulation of response to biotic stimulu... GO:0002831,regulation of response to external stimu... GO:0032101,regulation of response to stimulus GO:0048583,regulation of response to stress GO:0080134,response to bacterium GO:0009617,response to biotic stimulus GO:0009607,response to external biotic stimulus GO:0043207,response to external stimulus GO:0009605,response to oomycetes GO:0002239,response to other organism GO:0051707,response to stress GO:0006950,sideretin biosynthesis GO:0106146,symbiont-induced defense-related program... GO:0034050
Manes.17G084733.1,AT1G14790,0,1362,ATRDR1; ATRDRP1; RDR1; RNA-DEPENDENT RNA POLYMERASE 1,"Encodes RNA-dependent RNA polymerase.   While not required for virus-induced post-transcriptional gene silencing (PTGS), it can promote turnover of viral RNAs in infected plants. Nomenclature according to Xie, et al. (2004). Involved in the production of Cucumber Mosaic Virus siRNAs.","","",X,"","","",X,"","","","","",X,"","",X,X,"","","","","",X,"","",X,X,"","","","","","","","","","","","","",X,"","","","","","","","","","","",X,X,X,"",X,X,"",""
Manes.17G086300.1,AT5G37490,6.98e-127,374,CMPG5; PUB21,Plant U-box type E3 ubiquitin ligase (PUB).,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",X,"",""
Manes.17G091100.6,AT2G01980,0,1362,ARABIDOPSIS NA+/H+ ANTIPORTER 7; ARABIDOPSIS SALT OVERLY SENSITIVE 1; ATNHX7; ATSOS1; SALT OVERLY SENSITIVE 1; SOS1,"Encodes a plasma membrane-localized Na+/H+ antiporter SOS1.  Functions in the extrusion of toxic Na+ from cells and is essential for plant salt tolerance.  Has 12 predicted transmembrane domains in the N-terminal region and a long cytoplasmic tail of approx. 700 aa at the C-terminal side. SOS1 interacts through its predicted cytoplasmic tail with RCD1, a regulator of oxidative-stress responses, suggesting that SOS1 might function in oxidative-stress tolerance.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",X,"",""
Manes.17G094100.3,AT3G50530,0,712,CDPK-RELATED KINASE; CRK,CDPK-related kinase,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",X,"","","","","","","","","",""
Manes.17G096400.1,AT4G31940,0,552,"CYP82C4; CYTOCHROME P450, FAMILY 82, SUBFAMILY C, POLYPEPTIDE 4","The gene encodes a cytochrome P450 enzyme, CYP82C. It is involved in the early Fe deficiency response.CYP82C4 hydroxylates fraxetin to generate sideretin (5-hydroxyfraxetin). Fraxetin and sideretin are catecholic coumarins secreted into the rhizosphere under conditions of low iron availability and help mobilize this nutrient from insoluble iron(III) pools in the soil.The mRNA is cell-to-cell mobile.","","","","","","","","",X,X,X,X,X,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",X,X,""
Manes.17G096500.1,AT4G31940,0,526,"CYP82C4; CYTOCHROME P450, FAMILY 82, SUBFAMILY C, POLYPEPTIDE 4","The gene encodes a cytochrome P450 enzyme, CYP82C. It is involved in the early Fe deficiency response.CYP82C4 hydroxylates fraxetin to generate sideretin (5-hydroxyfraxetin). Fraxetin and sideretin are catecholic coumarins secreted into the rhizosphere under conditions of low iron availability and help mobilize this nutrient from insoluble iron(III) pools in the soil.The mRNA is cell-to-cell mobile.","","","","","","","","",X,X,X,X,X,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",X,X,""
Manes.17G097300.1,AT3G50830,1.32e-96,279,ATCOR413-PM2; COLD-REGULATED 413-PLASMA MEMBRANE 2; COR413-PM2,cold acclimation protein WCOR413-like protein beta form. Transcript is not detectable.,"","","","","","","","","",X,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",X,"","",X,"",""
Manes.17G105500.1,AT3G47570,0,843,"",Leucine-rich repeat protein kinase family protein;(source:Araport11),"","",X,"","",X,"","","",X,"","",X,"","",X,X,X,X,X,X,"",X,X,X,X,X,X,"","","",X,X,X,X,X,X,X,"",X,"","","",X,X,X,X,X,X,X,X,X,X,X,X,"",X,X,"",X
Manes.17G107200.1,AT5G40760,0,909,G6PD6; GLUCOSE-6-PHOSPHATE DEHYDROGENASE 6,Encodes a cytosolic glucose-6-phosphate dehydrogenase that is insensitive to reduction by DTT and whose mRNA is expressed ubiquitously.The mRNA is cell-to-cell mobile.Encodes a cytosolic glucose-6-phosphate dehydrogenase that is insensitive to reduction by DTT and whose mRNA is expressed ubiquitously. The mRNA is cell-to-cell mobile.,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",X,X,"","","","","","","","","","","","","","","","","","","","","","","","",""
Manes.17G108000.1,AT2G40700,0,827,RH17; RNA HELICASE 17,DEAD-box helicase family protein. Overexpression confers tolerance to salt stress.,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",X,"",""
Manes.17G114400.1,AT5G40380,0,709,CRK42; CYSTEINE-RICH RLK (RECEPTOR-LIKE PROTEIN KINASE) 42,Encodes a cysteine-rich receptor-like protein kinase.,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",X,X,X,"","","",X,"","","","","","","","","","","","","","","","","","","",""
Manes.17G117627.1,AT4G27290,2.66e-48,167,"",S-locus lectin protein kinase family protein;(source:Araport11),"","","","","","",X,"","","","","","","","","","","","","","","",X,"","",X,"","","","","","","",X,X,X,"","","",X,X,"","","","","","","","","","","","","","","","","","",""
Manes.17G117800.7,AT2G36490,0,691,ATROS1; DEMETER-LIKE 1; DML1; REPRESSOR OF SILENCING1; ROS1,"A repressor of transcriptional gene silencing. Functions by demethylating the target promoter DNA. Interacts physically with RPA2/ROR1. In the ros1 mutants, an increase in methylation is observed in a number of gene promoters. Among the loci affected by ros1, a few (RD29A and At1g76930) are affected in cytosine methylation in all sequence contexts (CpG, CpNpG or CpNpN), although many others are affected primarily in non-CpG contexts. The ros1 mutant is more susceptible to biotrophic pathogens and is repressed in its responsiveness of salyclic acid-dependent defence genes.",X,X,X,"","","","","","",X,"","",X,"","",X,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",X,X,X,"",X,X,"",""
Manes.17G118750.1,AT3G27960,1.08e-100,311,CMU2CMU2; KINESIN LIGHT CHAIN-RELATED 2; KLCR2,CMU1 and CMU2 along with FRA1 contributes to lateral stability of cortical microtubules.,"","","","","","","","","","","","",X,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",X,"","","","","",X,X,"","","","","","",X,"",""
Manes.17G119514.1,AT1G70170,7.76e-70,221,AT2-MMP; MATRIX METALLOPROTEINASE; MMP,Matrix metalloprotease. Expression induced by  fungal and bacterial pathogens. Mutants are late flowering with early senescence.,"","",X,"","","","","","","","","",X,"","",X,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",X,"","",X,X,X,"",X,X,"",""
Manes.17G120600.1,AT3G27960,0,867,CMU2CMU2; KINESIN LIGHT CHAIN-RELATED 2; KLCR2,CMU1 and CMU2 along with FRA1 contributes to lateral stability of cortical microtubules.,"","","","","","","","","","","","",X,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",X,"","","","","",X,X,"","","","","","",X,"",""
Manes.17G121000.1,AT1G23740,1.24e-152,432,ALKENAL/ONE OXIDOREDUCTASE; AOR,"AOR is an alkenal/one oxidoreductase that acts on compounds with unsaturated alpha,beta-carbonyls. The activity of this enzyme with a number of substrates, including acrolein and 3-buten-2-one, was demonstrated in vitro using a truncated form of the protein that lacked approximately 80 of the first amino acids. This protein appears to localize to the chloroplast where it likely helps to maintain the photosynthetic process by detoxifying reactive carbonyls formed during lipid peroxidation.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",X,"",""
Manes.17G122650.1,AT4G23160,1.36e-27,110,CRK8; CYSTEINE-RICH RLK (RECEPTOR-LIKE PROTEIN KINASE) 8,Encodes a cysteine-rich receptor-like protein kinase.,"","",X,"","",X,"","","",X,"","",X,"",X,X,X,"","","","","",X,"","",X,X,"","","","","","","","","",X,X,"","","","","","","","","","","","","",X,X,X,X,"",X,X,"",X
Manes.18G003801.2,AT1G20720,0,1191,"",RAD3-like DNA-binding helicase protein;(source:Araport11),X,X,"",X,X,"","","","",X,"","","","","","","","","","","",X,"","","","","","","","","","","","","","","","","","","","","","","","","","","",X,X,"","","","","","",X,"",""
Manes.18G004300.2,AT1G20640,0,812,NIN-LIKE PROTEIN 4; NLP4,"(NODULE INCEPTION)-LIKE PROTEIN, together with NLP5 controls a rhizobia-induced decrease in cell elongation rates, while additional cell divisions occurred independently of NLP4.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",X,"","",X,"",""
Manes.18G007160.1,AT1G47670,0,587,"",Transmembrane amino acid transporter family protein;(source:Araport11),"","","","","","","","","","","","",X,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",X,"",""
Manes.18G007901.1,AT1G76140,0,1216,POQR-LIKE,Putative prolyl oligopeptidase.,"","",X,"","","","","","","","","",X,"","",X,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",X,X,X,"",X,X,"",""
Manes.18G009600.2,AT4G35840,1.87e-46,156,ARABIDOPSIS TOXICOS EN LEVADURA 26; ATL26,RING/U-box superfamily protein;(source:Araport11),"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",X,"","","","","","","","","",""
Manes.18G010700.1,AT5G42190,1.38e-84,245,ARABIDOPSIS SKP-LIKE 2; ASK2; SKP1B,Similar to SKP1 in yeast and humans which are involved in mitotic cell cycle control and ubiquitin mediated proteolysis.,"",X,"",X,X,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Manes.18G020100.2,AT2G16370,2.19e-91,279,ATDRTS1; DHFR-TS-1; DIHYDROFOLATE REDUCTASE THYMIDYLATE SYNTHASE 1; THY-1; THYMIDYLATE SYNTHASE 1,"Encodes a bifunctional dihydrofolate reductase - thymidylate synthase gene.  This is unique in Arabidopsis and protozoa.  Other organisms have independent genes for  this function.Isoform found in leaves. The putative protein encoded by this leaf RNA transcript is truncated to 420 amino acids in length with the first 406 residues matching At2g16370.1, therefore still retaining the DHFR domain, but disrupting its TS domain (PMID:29876984).Encodes a bifunctional dihydrofolate reductase - thymidylate synthase gene.  This is unique in Arabidopsis and protozoa.  Other organisms have independent genes for  this function. This alternative transcript is produced in tissues other than leaves.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",X,X,"","","","","","","","","","","","","","","","","","","","","","","","",""
Manes.18G022950.1,AT4G39230,1.39e-152,430,ATPCBER1; PCBER1; PHENYLCOUMARAN BENZYLIC ETHER REDUCTASE 1,"encodes a protein whose sequence is similar to phenylcoumaran benzylic ether reductase (PCBER), which catalyzes NADPH-dependent reduction of 8-5' linked lignans such as dehydrodiconiferyl alcohol to give isodihydrodehydrodiconiferyl alcohol.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",X,"",""
Manes.18G025026.1,AT1G16130,0,546,WAKL2; WALL ASSOCIATED KINASE-LIKE 2,Encodes a WAK-like receptor-like kinase with a cytoplasmic Ser/Thr protein kinase domain and an extracellular domain with EGF-like repeats.,"","",X,"","","","","","","","","",X,"","","","","","","","","","","","","","","","","","","","",X,X,X,"","","",X,"","","","","","","","","","","","",X,X,X,"",X,X,"",""
Manes.18G026480.1,AT4G31940,3.2e-176,506,"CYP82C4; CYTOCHROME P450, FAMILY 82, SUBFAMILY C, POLYPEPTIDE 4","The gene encodes a cytochrome P450 enzyme, CYP82C. It is involved in the early Fe deficiency response.CYP82C4 hydroxylates fraxetin to generate sideretin (5-hydroxyfraxetin). Fraxetin and sideretin are catecholic coumarins secreted into the rhizosphere under conditions of low iron availability and help mobilize this nutrient from insoluble iron(III) pools in the soil.The mRNA is cell-to-cell mobile.","","","","","","","","",X,X,X,X,X,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",X,X,""
Manes.18G026500.1,AT2G16250,0,883,"",Leucine-rich repeat protein kinase family protein;(source:Araport11),"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",X,X,X,"","","",X,"","","","","","","","","","","","","","","","","",X,"",""
Manes.18G028710.1,AT4G31940,1.15e-159,463,"CYP82C4; CYTOCHROME P450, FAMILY 82, SUBFAMILY C, POLYPEPTIDE 4","The gene encodes a cytochrome P450 enzyme, CYP82C. It is involved in the early Fe deficiency response.CYP82C4 hydroxylates fraxetin to generate sideretin (5-hydroxyfraxetin). Fraxetin and sideretin are catecholic coumarins secreted into the rhizosphere under conditions of low iron availability and help mobilize this nutrient from insoluble iron(III) pools in the soil.The mRNA is cell-to-cell mobile.","","","","","","","","",X,X,X,X,X,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",X,X,""
Manes.18G030100.1,AT1G75020,0,514,LPAT4; LYSOPHOSPHATIDYL ACYLTRANSFERASE 4,lysophosphatidyl acyltransferase 4;(source:Araport11),"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",X,X,"","","","","","","","","","","","","","","","","","","","","","","","",""
Manes.18G030600.1,AT3G50770,8.55e-47,151,CALMODULIN-LIKE 41; CML41,calmodulin-like 41;(source:Araport11),"","","","","","","","","",X,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",X,"","","","","","","",X,"",""
Manes.18G030940.1,AT4G31940,5.89e-113,343,"CYP82C4; CYTOCHROME P450, FAMILY 82, SUBFAMILY C, POLYPEPTIDE 4","The gene encodes a cytochrome P450 enzyme, CYP82C. It is involved in the early Fe deficiency response.CYP82C4 hydroxylates fraxetin to generate sideretin (5-hydroxyfraxetin). Fraxetin and sideretin are catecholic coumarins secreted into the rhizosphere under conditions of low iron availability and help mobilize this nutrient from insoluble iron(III) pools in the soil.The mRNA is cell-to-cell mobile.","","","","","","","","",X,X,X,X,X,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",X,X,""
Manes.18G041500.1,AT3G46630,1.32e-72,218,"",DCL protein (DUF3223);(source:Araport11),"","",X,"","","","","","","","","",X,"","",X,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",X,X,X,"",X,X,"",""
Manes.18G046300.1,AT5G67500,1.55e-107,313,ARABIDOPSIS THALIANA VOLTAGE DEPENDENT ANION CHANNEL 2; ATVDAC2; VDAC2; VOLTAGE DEPENDENT ANION CHANNEL 2VDAC2; VOLTAGE DEPENDENT ANION CHANNEL 2,"Encodes a voltage-dependent anion channel (VDAC: AT3G01280/VDAC1, AT5G67500/VDAC2, AT5G15090/VDAC3, AT5G57490/VDAC4, AT5G15090/VDAC5). VDACs are reported to be porin-type, beta-barrel diffusion pores. They are prominently localized in the outer mitochondrial membrane and are involved in metabolite exchange between the organelle and the cytosol.The mRNA is cell-to-cell mobile.Encodes a voltage-dependent anion channel (VDAC: AT3G01280/VDAC1, AT5G67500/VDAC2, AT5G15090/VDAC3, AT5G57490/VDAC4, AT5G15090/VDAC5). VDACs are reported to be porin-type, beta-barrel diffusion pores. They are prominently localized in the outer mitochondrial membrane and are involved in metabolite exchange between the organelle and the cytosol. The mRNA is cell-to-cell mobile.","","",X,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",X,X,X,X,"",X,X,"",""
Manes.18G050600.1,AT3G30390,0,543,ATAVT6,Encodes a putative amino acid transporter.,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",X,"",""
Manes.18G054150.1,AT1G58330,3.41e-54,172,ZW2,transcription factor-like protein;(source:Araport11),"","","","","","","","","",X,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",X,X,"","","","","","",X,"",""
Manes.18G054750.1,AT1G58290,0,578,ARABIDOPSIS THALIANA HEMA 1; ATHEMA1; GLUTAMYL-TRNA REDUCTASE; GLUTR; HEMA1,"Encodes a protein with glutamyl-tRNA reductase (GluTR) activity, catalyzing the NADPH-dependent reduction of Glu-tRNA(Glu) to glutamate 1-semialdehyde (GSA) with the release of free tRNA(Glu). It is involved in the early steps of chlorophyll biosynthesis.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",X,"",""
Manes.18G059001.1,AT1G09730,2.44e-157,488,ARABIDOPSIS SUMO PROTEASE 1; ASP1; SPF1; SUMO PROTEASE RELATED TO FERTILITY1,"Encodes a SUMO protease that positively regulates the transition to flowering in long and short days. Along with SPF2, its activity is required for fertility as asp1/spf2 double mutants have defects in gametogenesis and embroygenesis.Encodes a SUMO protease that positively regulates the transition to flowering in long and short days.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",X,"","","","","","","","","","",X,"","","","","","","",X,"",""
